Office Number	Name English	Name Arabic	Website	Phone Number	Email
21042	PALLADIUM PROPERTIES L.L.C	بلاديوم للعقارات ش.ذ.م.م	www.princesshousere.com	43999927	pbc.usama@gmail.com
11567	BABA REAL ESTATE BROKER	بابا للوساطة العقارية		97144221223	babarealestate@hotmail.com
30711	HABICO PROPERTIES	هابيكون للعقارات			ali651904@gmail.com
25859	041 PROPERTIES	041 للعقارات		527557726	haisam-bor6@hotmail.com
38356	FLORIDA CAPITAL REAL ESTATE	فلوريدا كابيتال للعقارات			tariq.hafeez@gulfxs.com
29462	DAR ALMOSTAQBAL REAL ESTATE	دار المستقبل العقارية		44523609	jassim90ss@gmail.com
28029	GOLDMAN PROPERTIES L.L.C	جولدمان للعقارات ش.ذ.م.م	www.goldman.ae		zjaabr@eim.ae
30343	K U N REAL ESTATE	كيه يو ان للعقارات			mohsin@kun.ae
39062	FANTOM REAL ESTATE L.L.C	فانتوم للعقارات ش.ذ.م.م			ismail.aushev@gmail.com
2375	VASTHU REAL ESTATE BROKERS	فيستيو للوساطة العقارية	K.P.SARVOTHAMAN	97143371063	kpsarvo@gmail.com
38806	HAMDA REAL ESTATE	حمده للعقارات			HDA.AHLI96@HOTMAIL.COM
19598	FREEDOM REAL ESTATE L.L.C	فريدوم للعقارات ش.ذ.م.م		971-4-5136685	info@freedom-dubai.net
22732	TIMELESS PROPERTIES L.L.C	تايمليس للعقارات ذ.م.م			Farani786@hotmail.com
33243	B S M PROPERTY L.L.C	بي اس ام العقارية ش.ذ.م.م			saoud.alabdooli@gmail.com
37779	FINDED PLACES REAL ESTATE BROKERAGE L.L.C	فاينديد بليسيز للوساطة العقارية ش.ذ.م.م			contact@finded.ae
32446	MAAS REAL ESTATE	ماس للعقارات			maryam.3bdulsalam@gmail.com
39011	SHANYRAQ PROPERTIES	شانيراق للعقارات			Shahab.ahli@hotmail.com
24720	UMAC REAL ESTATE BROKER	يوماك للوساطة العقارية		971-04-5805275	saloomi1975@gmail.com
23464	H M H PROPERTIES L.L.C	اتش ام اتش العقارية ش.ذ.م.م			saud.aljasmi@gmail.com
38729	ELIXATE CAPITAL PROPERTIES	اليكسيت كابيتال للعقارات		505689989	soudahli2016@gmail.com
38621	LESOUHAIT REAL ESTATE	ليسوهيت للعقارات			Lesouhait@yahoo.com
30329	Y H S REAL ESTATE	واي إتش إس للعقارات			ahmed@yhs.ae
38165	HESSA ALKHALIDI REAL ESTATE	حصه الخالدي للعقارات			Hessa.alkhalidi@icloud.com
34340	AL WADI AL MEZHER REAL ESTATE	الوادي المزهر العقارية	https://www.alwadigroup.ae/alwadi.php	971-04-3993544	info@alwadigroup.ae
29487	SYCAMORE REAL ESTATE	سيكاموري للعقارات			info@sycamore.ae
33974	SUPER WEALTHY REAL ESTATE L.L.C	سوبر ويلثي للعقارات ش.ذ.م.م	www.wealthyrealestate.org		Dubai@wealthyrealestate.org
39336	ALFA FREEHOLD REAL ESTATE L.L.C	ألفا فري هولد للعقارات ذ.م.م			ALFA.freehold.2023@gmail.com
32067	RASD PROPERTIES	رصد للعقارات			rbq1970@yahoo.com
36078	PRESIDENT REAL ESTATE BROKERAGE	بريزيدنت للوساطة العقارية			mohammad.jarman@gmail.com
32156	BLUEWAVES REAL ESTATE BROKERAGE	بلوويفز للوساطة العقارية		506555534	bluewaves.brokerage@gmail.com
37756	PREMIUM CHOICE REAL ESTATE BROKERAGE EST.	مؤسسة بريميوم شويس للوساطة العقارية		971-55-1143434	eisa.fuj@gmail.com
39066	AL RAFFA FOR LEASING PROPERTY BROKERAGE AGENTS EST.	مؤسسة الرفاعة للوساطة في تأجير العقارات		547634445	medhat_asd79@hotmail.com
33409	NEXT DOOR REAL ESTATE L.L.C	نيكست دور للعقارات ش.ذ.م.م			wadood@ndre.ae
27205	AL DIQAH PROPERTIES	الدقة العقارية			abdulkarim.m1964@gmail.com
32045	GOLDEN FALCON REAL ESTATE	جولدن فالكون للعقارات		971504887833	ma@goldenfalcon1.com
35491	BAGIRA PROPERTIES L.L.C	باجيرا للعقارات ش.ذ.م.م			Gamalelsherif85@gmail.com
24822	PEAK REAL ESTATE BROKERAGE	بيك للوساطة العقارية			BO.FAHED2009@HOTMAIL.COM
22946	HOME STATION REAL ESTATE	هوم ستيشن للعقارات			waseem930@gmail.com
13209	TOP CLASS DEALS REAL ESTATE BROKERAGE L.L.C	توب كلاس ديلز للوساطة العقارية ش.ذ.م.م		971-4-4276663	abaevru@gmail.com
33911	ROYAL PAVILION REAL ESTATE BROKERS L.L.C	رويال بافيليون للوساطة العقارية ش.ذ.م.م			royalpavilion@royalpavilion.ae
27154	EVAST REAL ESTATE	ايفاست للعقارات		971-04-8745333	evastrealestate@gmail.com
30938	UNITED HILLS REAL ESTATE	يونايتد هيلز للعقارات			operations@uig-gcc.com
37743	LANDMARK AVENUE REAL ESTATE L.L.C	لاند مارك افنيو للعقارات ش.ذ.م.م			M.shalash2008@gmail.com
37280	LANDLINK PROPERTIES	لاند لينك العقارية			Mohdmousa2002@gmail.com
23399	MANOR REAL ESTATE L.L.C	مانور للعقارات ش.ذ.م.م			hhholding@protonmail.com
36018	HAMAD AL SALEH FOR REAL ESTATE BUYING & SELLING BROKERAGE	حمد ال صالح للوساطة في بيع العقارات وشرائها			aalsaleh.hamad@gmail.com
37584	MIRDIF DREAM REAL ESTATE	مردف دريم للعقارات			A.almaazmi890@gmail.com
11882	BROKERS LOUNGE REAL ESTATE	بروكرز لاونج للعقارات		971-4-3499000	imran@ali-alshirawi.com
28114	MAPS REAL ESTATE	مابس للعقارات		48926606	charanjit.advani@gmail.com
38872	BARAA PROPERTIES L.L.C	براء للعقارات ش.ذ.م.م			bisanmohanna@gmail.com
16340	KAIZEN A M S PROPERTY SUPERVISION L.L.C	كيزن ايه ام اس للاشراف العقاري ذ.م.م		971-4-4534917	sara.a@kaizenams.com
28042	DANAT ALMARJAN REAL ESTATE	دانة المرجان للعقارات		505904566	ams_uae@hotmail.com
37475	RESLINK REAL ESTATE	ريسلنك للعقارات		507033705	3brdxb@gmail.com
15983	AHAD REAL ESTATE BROKERS L.L.C	احد للوساطة العقارية ش.ذ.م.م		971-4-1594545	bchobineh@yahoo.com
12643	MIRDIF PALACE REAL ESTATE	مردف بالاس للعقارات			adel.dxb@hotmail.com
39184	TRESTATE REAL ESTATE BROKERAGE	تي آر إي للوساطة العقارية		509433999	trestatedubai@hotmail.com
39640	SINCERITY FOR REAL ESTATE BUYING & SELLING BROKERAGE EST.	مؤسسة سينشرت للوساطة في بيع العقارات وشرائها		42691444	fahim@sincerityre.com
11734	S TREE	اس تريي	www.stree.ae	971-4-4301232	REALESTATE@STREE.AE
12130	COAST SEA REAL ESTATE BROKER	كوست سي للوساطه العقاريه		971-4-3609574	marina@coastsearealestate.ae
26934	ATHMAN REAL ESTATE	أثمان للعقارات			Abdulla.alameri556@gmail.com
25313	U STELLA REAL ESTATE L.L.C	يو ستيلا للعقارات ش.ذ.م.م	www.ustella.com		alaa@stella.ae
36278	AL HOSN REALESTATE L.L.C REAL ESTATE BUYING & SELLING BROKERAGE	الحصن للعقارات ذ م م للوساطة في بيع العقارات وشرائها		971-50-6234973	alkaabi1957@gmail.com
11655	HAPPY HOME PROPERTIES L.L.C	هابي هوم للعقارات ش.ذ.م.م		971-04-3556686	ceo@hhproperties.ae
38427	MEUS FOR REAL ESTATE BROKERAGE	مي وس للوساطة العقارية		971509009028	meusrealtor@gmail.com
35283	AMMAR ALMADANI REAL ESTATE	عمار المدني للعقارات			ammaralmadani83@hotmail.com
38019	BIN MUSABBAH PROPERTIES	بن مصبح للعقارات			roudhajamal@hotmail.com
37717	EMI WORLDWIDE REAL ESTATE	ايمي ورلد وايد للعقارات			alzaabi@emirates-worldwide.com
25179	ALSADIQ ALAMIN REAL ESTATE BROKERAGE	الصادق الامين للوساطة العقارية			Amjad@echuae.com
35242	FIRST PRIME PROPERTIES L.L.C	فيرست برايم للعقارات ش.ذ.م.م			vip_ali_a@hotmail.com
38722	VORTEC REAL ESTATE BROKERAGE	فورتك للوساطة العقارية		558777794	alidxbalali@gmail.com
37637	ALRAHHALA PROPERTIES	الرحالة للعقارات			Fbolooky@gmail.com
33936	AGYAD REAL ESTATES	اجياد للعقارات			ashraf@agyad-uae.com
34934	NAJM PROPERTIES L.L.C	نجم للعقارات ش.ذ.م.م		971-4-2738573	yousif@najmproperties.com
11595	SHARAVI REAL ESTATE BROKERS	شرافي للوساطة العقارية		971-4-2396872	sharavi.re@gmail.com
11812	CAVENDISH MAXWELL REAL ESTATE BROKER L.L.C	كافينديش ماكسويل للوساطة العقارية ش.ذ.م.م		971-4-3416343	info@cavendishmaxwell.com
12933	AHMED AL SHEEBANI REAL ESTATE L.L.C	احمد الشيباني للعقارات ذ.م.م		971-4-5055646	a.faruky@alsheebanirealestate.ae
26366	DAHDAH REAL ESTATE	دحدح للعقارات			delcy@prodeskk.com
2522	DREAM HOME REAL ESTATE BROKER L.L.C	دريم هوم للوساطة العقارية ش.ذ.م.م	www.dreamhomerealestatebroker.co	971-4-3524284	info@dreamhomerealestatebroker.co
2409	OCEAN WAVE REAL ESTATE L.L.C	امواج المحيط للوساطة العقارية ش.ذ.م.م			Srikanth.abm@gmail.com
35030	THEIA REAL ESTATE L.L.C	ثيا للعقارات ش.ذ.م.م			rhaider@hotmail.com
26474	MICHLINE REAL ESTATE BUYING & SELLING BROKERAGE	ميشلين للوساطة في بيع و شراء العقارات			bitarmar@gmail.com
30374	TEAMS REAL ESTATE BROKERS	تيمز للوسطاء العقاريين			MOHD.ALJASIM@HOTMAIL.COM
15397	K S L INTERNATIONAL REAL ESTATE BROKER	كيه اس ال انترناشونال للوساطة العقارية		971-4-3852886	info@kslintlgroup.com
30282	FINGER PRINT REAL ESTATE BROKERS	فينجر برنت للوساطة العقارية			Alkhell@gmail.com
35908	RIDGEWOOD FOR REAL ESTATE BUYING & SELLING BROKERAGE L.L.C	ريدجود للوساطة في بيع العقارات وشرائها ش.ذ.م.م	www.ridgewood.ae	501547076	soleimani.ariana@gmail.com
38469	ONE KNOCK REAL ESTATE L.L.C	ون نوك للعقارات ش.ذ.م.م		505990877	info@okrealestates.com
32011	ALWASEL REAL ESTATE BROKER	الواصل للوساطة العقارية			Dubai826711@gmail.com
35819	SIDE LAND PROPERTIES L.L.C	سايد لاند للعقارات ش.ذ.م.م		971-04-3515855	sidelandproperties@gmail.com
2436	E R E HOMES REAL ESTATE BROKERS	إي ار إي هومس للوساطة العقارية		971-04-4550800	akf@erehomes.ae
22950	HOME WALKERS REAL ESTATE BROKER L.L.C	هوم واكرز للوساطة العقارية ش.ذ.م.م			Sagr5242222@gmail.com
12705	MAJESTIC HOMES REAL ESTATE	ماجيستيك هومز للعقارات	www.mhomesdubai.com	971-04-3827888	aisha@majestichomes.ae
11715	LANDS L.L.C	اراضي ش.ذ.م.م			dxblands@yahoo.com
12675	PROPERTY ADVISORS	بروبرتي ادفايزرس		558830830	dinasab@gmail.com
32876	RAJHA REAL ESTATE BROKERS L.L.C	راجحة للوسطاء العقاريين ش.ذ.م.م			Razanrajhaa@gmail.com
30882	OPTIMUM VISION REAL ESTATE L.L.C	أوبتيمم فيجن للعقارات ش.ذ.م.م			Admin@optimumvisionrealestate.com
38232	OUN YORESTA FOR LEASING PROPERTY BROKERAGE AGENTS	عون يورستا للوساطة في تأجير العقارات		971-50-2852883	dhconsultancydubai@gmail.com
38069	RIGHT DEAL REAL ESTATE BROKER	رايت ديل للوساطة العقارية			aalkindy@yahoo.com
463	AL JALLAF REAL ESTATE	الجلاف للعقارات		971-4-2732288	vmathews@hotmail.com
29334	FIRST BROKER REAL ESTATE L.L.C	فيرست بروكر للعقارات ش.ذ.م.م		971-4-3337776	dxbsalam@hotmail.com
30034	AL BARAYEH REAL ESTATE	البرايح للعقارات			alsayegh_2@yahoo.com
37604	SHAMMA ALJABRI REAL ESTATE	شما الجابري للعقارات			shammaaljabrirealestate@gmail.com
37596	AL NWAMEES REAL ESTATES L.L.C	النواميس للعقارات ش.ذ.م.م			fahad.alshafi@outlook.com
25938	NIBRAS REAL ESTATE SUPERVISION L.L.C	نبراس للاشراف العقاري ش.ذ.م.م			mohammad@nibrasre.com
28329	LUXURY LIVING REAL ESTATE L.L.C	لكسريلفنج للعقارات ذ.م.م			sameer@al-arabiyadubai.com
37684	HOLMES AND HOMES REAL ESTATE	هولمز اند هومز للعقارات			hnh.mktt@gmail.com
24927	ABOVE & BEYOND PROPERTIES L.L.C	ابوف & بيوند للعقارات ش.ذ.م.م		508886532	info@aandbproperties.ae
39805	BH AGENTS REAL ESTATE	بي اتش ايجنتس للعقارات		506554991	ceo@binhammadgroup.com
34722	ANCA MARINA REAL ESTATE L.L.C	أنكا مارينا للعقارات ش.ذ.م.م			marina@fida.group
37763	JERNAS REAL ESTATE	جرناس للعقارات		506460707	saodalshamsi@hotmail.com
25850	D X D RENAISSANCE REAL ESTATE L.L.C	دي اكس دي رينيسانس العقارية ش.ذ.م.م			khalid@dxdrenaissance.com
27429	BUSSMA REAL ESTATE	بصمة للعقارات			uae.air1@gmail.com
29361	HADHREEN REAL ESTATE BROKERAGE	حاضرين للوساطة العقارية		507791818	marwan.alshehhi@hotmail.com
36412	SMSAR AL MADINAH REAL ESTATE BUYING & SELLING BROKERAGE	سمسار المدينه للوساطة العقارية			Smsarmadinah@gmail.com
11704	ARTECH REAL ESTATE BROKER	ارتك للوساطة العقارية		971-4-3548881	abhilash@artechrealtors.com
12126	BAIT AL NOOR REAL ESTATE BROKERAGE L.L.C	بيت النور للوساطة العقارية ش.ذ.م.م		971-04-2399029	shakeel.rentalproperties@gmail.com
36638	AURA CAPITAL REAL ESTATE BROKER L.L.C	اورا كابيتال للوساطة العقارية ش.ذ.م.م			abirhaddioui24@gmail.com
35498	FARSAN ALMUSTAQBL REAL ESTATE BROKERAGE	فرسان المستقبل للوساطة العقارية		971-4-2862266	Khalifa_549@hotmail.com
23266	ICON HOMES REAL ESTATE BROKERS	ايكون هومز للوساطه العقاريه			dubai_kamal@hotmail.com
22839	G P G GLOBAL REAL ESTATE BROKERAGE L.L.C	جي بي جي جلوبال للوساطة العقارية ش.ذ.م.م	www.globalpropertygroup.co	971|526564255	cg@globalpropertygroup.co
38261	TIFFANY PROPERTIES L.L.C	تيفاني للعقارات ذ.م.م		971-4-3857769	hebasheikhova@gmail.com
29605	FAITH HOMES REAL ESTATE	فيث هومز للعقارات			DUBAI.LANDBROKERS@GMAIL.COM
33017	BK REAL ESTATE BROKERAGE L.L.C	بي كيه للوساطة العقارية ش.ذ.م.م			ex-ahmed@hotmail.com
24799	JUMA ALSHAMSI REAL ESTATE	جمعه الشامسي للعقارات			juma.alshamsi@yahoo.com
12747	AL HUDA PROPERTIES L.L.C	الهدى للعقارات ش.ذ.م.م		971|557272801	mubarak.ali@alhudaproperties.com
37551	SHALABY REAL ESTATE L.L.C	شلبي للعقارات ش.ذ.م.م			ashalaby@shalaby-re.com
12717	PROPERTY LINKERS REAL ESTATE BROKER	بروبريتي لينكرس للوساطة العقارية		44474665	adnan@glinkdubai.com
29047	ARENA REAL ESTATE BROKERAGE	ارينا للوساطة العقارية			hassan.ali.alhajeri77@gmail.com
15394	BIN FAHAD REAL ESTATE	بن فهد للعقارات		971-4-3337366	
35760	SMART VENTURES REAL ESTATE	سمارت فنشرز للعقارات			ALAMIRIAMIN@YAHOO.COM
38653	SARAT ALRYADH REAL ESTATE BROKERAGE	سرعة الرياده للوساطة العقارية			ahmed.alhamiz@gmail.com
11834	PROPERTY FINDERS REAL ESTATE	بروبيرتي فايندرز للعقارات		971-4-3533229	katrina@propertyfindersuae.com
26698	OUTLANDERS REALTY L.L.C	اوت لاندرز للعقارات ش.ذ.م.م		971|508827245	bd@outlanders.ae
30379	ILAND REAL ESTATE	آيلاند للعقارات			aymanabdallah38@gmail.com
12177	BLUEPRINT REALTY L.L.C	بلوبرينت للوساطة العقارية ذ.م.م		971-4-8249676	sayed@blueprint.ae
31279	TINA GLOBAL REAL ESTATE L.L.C	تينا جلوبال للعقارات ش.ذ.م.م			tinaglobalre@gmail.com
29810	FADOX REAL ESTATE (BR OF FADOX INVESTMENT L.L.C)	فادوكس للعقارات (فرع من فادوكس للاستثمار ش.ذ.م.م )		971-04-4561669	info@fadox.hk
36007	ALJOKER REAL ESTATE L.L.C	الجوكر للعقارات ش.ذ.م.م			suparfirr@hotmail.com
12886	RETAJ REAL ESTATE	ريتاج للعقارات		971-4-2630660	ritajproperty@gmail.com
11805	MAZ PROPERTIES L.L.C	ماز للعقارات ش.ذ.م.م	http://mazproperties.ae/	97143586783	info@mazproperties.ae
20732	AL KHOORI SULTANA REAL ESTATE LLC	الخوري سلطانة للعقارات ذ م م		43809808	abdulnazer4084@gmail.com
33752	PATTERN CAPEX PROPERTIES	باترن كابكس للعقارات			s.alhumairi@hotmail.com
22652	PARADISE LIFE REAL ESTATE BROKERS L.L.C	برادايز لايف للوساطة العقارية ش.ذ.م.م		42344220	AGAHLI68@GMAIL.COM
2551	IVORY GRAND REAL ESTATE LLC	ايفوري جراند للعقارات ش ذ م م		971-4-3468880	mathewhasdxb@gmail.com
38939	CENTRAL HUB REAL ESTATE L.L.C	سنترال هب للعقارات ش.ذ.م.م			M.a.lootah@gmail.com
26107	SIMPLE KEY REAL ESTATE BROKERAGE	سمبل كي للوساطة العقارية			shs_alnuaimi@hotmail.com
37974	URBANSPACE REAL ESTATE	اوربان سبيس للعقارات			Urbanspacedxb@gmail.com
11970	HIGH LEVEL REAL ESTATE L.L.C	هاى ليفيل للعقارات ش.ذ.م.م		971-4-3868686	properties@hlr.ae
2600	GOLDEN GALAXY REAL ESTATE	المجره الذهبية للوساطة العقارية		971-4-4542760	goldengalaxy@yahoo.com
28079	MOHAMMED BIN ESSA REAL ESTATE BROKERAGE	محمد بن عيسى للوساطة العقارية		971-4-5596644	almutaiwei78@gmail.com
30372	INNOVA REAL ESTATE L.L.C	إنوفا العقارية ش.ذ.م.م			chandra.gupta@aldanube.com
29427	KMG REAL ESTATE BROKER L.L.C	كيه ام جي للوساطة العقارية ش.ذ.م.م			khalil.ezzbs@gmail.com
30845	PLATINUM EXCLUSIVE REAL ESTATE BROKERAGE	بلاتينيوم اكسكلوسف للوساطة العقارية			XROCKROYALTY@GMAIL.COM
758	E S N REAL ESTATE BROKER L.L.C	ايه اس ان للوساطة العقارية ش.ذ.م.م		971-4-4470575	sales@seaside.ae
28786	ATLANTIS REAL ESTATE	اتلانتس العقارية		557377447	ATA.uae1@gmail.com
35289	SUKNA REAL ESTATE BROKERAGE EST.	مؤسسة سكنى للوساطة العقارية			suad.almarzooqi4@gmail.com
22369	LETS MOVE IN REAL ESTATE	ليتس موف ان للعقارات		971-04-4538760	hinachristina2016@gmail.com
30345	BELONG REAL ESTATE BROKERS	بيلونج للوسطاء العقاريين		971552217777	info@belong.ae
27006	ELLEVEST REAL ESTATE BROKERAGE	الفيست للوساطة العقارية			halao91@gmail.com
33783	ALGHARB REAL ESTATE	الغرب للعقارات			Algharbrealestateofficial@gmail.com
36758	MSA & PARTNERS REAL ESTATE L.L.C	أم أس أيه اند بارتنرز للعقارات ذ.م.م			fuadmsa82@gmail.com
27882	SUHAIL BIN MIZAR REAL ESTATE BROKERAGE	سهيل بن ميزر للوساطة العقارية		971506000131	suhail_almarri@hotmail.com
11879	BLESSINGS REAL ESTATE BROKER L.L.C	بليسينغس للوساطة العقارية ش.ذ.م.م	www.blessingsuae.com	971-4-4432448	admin@blessingsuae.com
29126	ORANGE CITY PROPERTIES L.L.C	اورنج سيتي بروبرتيز ش.ذ.م.م		971-04-4578752	ceo@orangecity.ae
24716	Mawazien real estate broker	موازين للوساطه العقارية	Mawazien.net	971|557062277	Mawazien@hotmail.com
36605	MIRABELLE REAL ESTATE BROKERS L.L.C	ميرابال للوساطة العقارية ذ.م.م		971-4-4437158	motaz@smartmedia.ae
36960	SUROOR EMIRATES REAL ESTATE	سرورالامارات للعقارات			Suroor22@yahoo.com
30771	MOZAABI REAL ESTATE	موزابي للعقارات			malzaabi@mozaabienterprises.com
31701	HARVEY & SMITH REAL ESTATE L.L.C	هارفي & سميث للعقارات ذ.م.م			info@harveysmith.com
30123	ALKAYAN REAL ESTATE BROKERAGE EST.	مؤسسة الكيان للوساطة العقارية		971-50-4472676	Alkayan@realestate-brokerage.co
11716	MIDEAST PROPERTIES L.L.C	ميدست للعقارات ش.ذ.م.م			quaid@me-properties.com
